pm2_5,heating_degree_days,vehicles_per_minute
8.0,6.9,222.09277375393302
7.3,6.800000000000001,94.69080282132406
6.8,8.0,125.94522385305999
7.5,9.8,107.98574571731677
10.1,11.2,94.75909186974776
33.4,11.6,39.282992023388765
35.3,12.3,29.058724022830894
29.3,11.0,23.406338117602825
17.9,9.3,9.656452894818257
14.4,7.699999999999999,0.640711699002523
12.9,6.5,20.952862606991978
12.5,5.4,92.38676255348138
12.9,4.4,209.56598521935103
13.0,3.5999999999999996,200.03089350925808
12.5,2.6999999999999993,182.5701193915367
11.7,0.8000000000000007,81.27887259595445
10.8,0.0,60.75001179004769
4.2,0.0,105.14475780364323
4.5,0.0,109.73983857836178
5.4,0.8000000000000007,85.65481410455865
6.3,2.1999999999999993,90.67803477402981
6.6,3.5999999999999996,109.52762332957766
6.5,4.6,234.90919044819708
6.3,5.0,253.42156922690728
6.1,5.199999999999999,293.8234347179616
6.0,4.9,94.28680014858843
5.8,4.800000000000001,122.92089311805435
5.5,5.0,131.89075026395233
5.1,5.4,71.6353499165298
4.4,5.4,30.56181748268157
3.7,4.4,23.696758163456952
3.7,2.6999999999999993,0.0
3.8,0.8000000000000007,20.691445425242296
4.2,0.0,23.719004479576455
5.5,0.0,21.58722905342719
7.4,0.0,90.93118524890849
9.4,0.0,201.55331561206367
9.4,0.0,180.0501994921535
8.1,0.0,195.07337026342637
7.2,0.0,92.74261078158474
6.3,0.0,80.02945640588148
5.6,0.0,102.25254497716259
4.9,0.0,111.83524034204308
4.6,0.0,120.11348857962183
4.5,0.6000000000000014,100.79879953153919
4.6,2.0,85.1297958695566
4.7,3.4000000000000004,251.6016323913545
4.7,4.6,232.3710450197916
4.6,5.6,284.79511522718997
4.6,6.6,99.49804615644186
4.6,7.300000000000001,68.78588093475503
4.8,7.9,103.96034045010853
5.1,8.4,103.81875577208373
5.7,8.2,30.85504073993203
6.0,7.1,22.454982115912802
6.5,5.1,20.284236014492297
6.6,3.0999999999999996,16.259864198398844
6.6,1.5,15.31170520803008
6.9,0.10000000000000142,24.654465785037175
7.6,0.0,95.44582683130987
8.4,0.0,166.41721269857706
9.2,0.0,184.36572050719195
9.8,0.0,212.2014171734071
10.3,0.0,95.64733570264136
10.9,0.0,81.64529204520102
9.9,0.0,99.32187460944154
10.9,0.0,100.81982913881433
12.4,0.0,104.88463011890077
14.3,0.3999999999999986,105.92765347872667
16.2,1.5,120.0693713445657
16.4,2.0999999999999996,213.1806014807527
15.9,2.4000000000000004,223.49095237916436
15.5,2.4000000000000004,252.2018109150659
15.1,2.5999999999999996,92.29996636124432
14.7,3.4000000000000004,107.3983686744032
14.3,4.1,78.20243965782869
14.0,4.6,81.18106848896355
13.4,4.4,35.79443924860838
12.7,2.8000000000000007,22.78792627548067
11.8,0.6000000000000014,12.774082173755213
11.3,0.0,24.04143336802147
11.2,0.0,22.38205333115435
11.2,0.0,9.771782006046495
10.6,0.0,85.84369996627602
10.0,0.0,191.55413215864766
8.6,0.0,193.25238359881567
7.5,0.0,209.6193168567586
6.4,0.0,101.28570660037879
5.5,0.0,66.20634155985096
2.1,0.0,90.48743367153091
2.3,0.0,115.53920586468729
2.9,0.0,73.78455186228214
4.0,0.0,146.8930949658315
5.3,0.0,107.93743678025325
6.6,0.10000000000000142,233.35534490355582
8.0,1.0,207.6099339904969
9.3,1.8000000000000007,283.2605734728138
10.4,2.9000000000000004,105.6759035226418
11.7,3.5999999999999996,85.41314060782574
13.1,4.4,69.46679578958772
14.0,4.9,119.39752608944269
8.3,4.1,24.997047567770235
6.5,2.5999999999999996,19.900217889873602
6.0,0.3999999999999986,40.10355016116619
5.9,0.0,25.995133797897168
7.4,0.0,40.7684678669731
10.2,0.0,33.34242806566476
12.0,0.0,127.87337145215932
12.5,0.0,225.15284148613958
12.1,0.0,207.55631096814477
11.4,0.0,187.49465227882376
10.7,0.0,70.14893756518505
10.3,0.0,47.15219244585968
10.1,0.0,102.6062956444268
10.4,0.0,88.87862588542941
10.7,0.0,101.61072727650215
11.3,0.0,129.0068248047728
12.5,0.0,111.69349724516944
13.2,0.0,230.7123572973342
13.4,0.0,232.80681397624053
13.4,0.1999999999999993,282.1980072428289
13.4,0.8999999999999986,124.89788377883295
13.1,1.3999999999999986,119.28133957606595
12.7,2.1999999999999993,77.01475810322336
12.3,3.0999999999999996,106.3996240460738
9.2,2.5999999999999996,17.328001172322704
8.9,1.1999999999999993,30.143994448029034
9.2,0.0,11.080841208608966
9.8,0.0,37.133754887705656
10.3,0.0,29.75598863341031
10.0,0.0,9.619078218020372
9.8,0.0,55.784670506367135
10.2,0.0,181.81337805100753
10.9,0.0,180.90395566346302
10.8,0.0,213.88337053804995
10.9,0.0,148.9644688769064
11.1,0.0,76.61046188571665
7.2,0.0,86.5155420920248
7.8,0.0,95.10261432205884
9.5,0.0,132.2830824552815
12.9,0.0,89.85189702273306
15.9,0.0,117.45328379832179
18.5,0.0,255.55673170637874
20.5,0.3999999999999986,237.06080817234866
22.6,1.1000000000000014,238.3097589708478
23.6,1.8999999999999986,96.6123922264661
24.3,2.6999999999999993,133.67512453444184
25.0,3.1999999999999993,110.78414555979658
25.3,3.4000000000000004,110.87032360838212
19.6,3.0999999999999996,18.628162871740827
18.6,1.5,11.723852530356474
13.1,0.0,10.220421865092927
10.5,0.0,0.6292299967361359
9.6,0.0,22.117819704556602
9.8,0.0,34.23943721741413
10.1,0.0,89.46760324250364
10.7,0.0,177.22809967420528
11.6,0.0,197.30530809730152
11.8,0.0,212.34001225942117
12.0,0.0,109.89008095454349
11.8,0.0,78.82307257834516
13.9,0.0,108.85773810099762
14.2,0.0,45.44659970043146
16.0,0.0,78.07363348605669
18.9,0.0,83.6535531692798
20.0,0.0,87.81571946827077
19.6,0.0,232.87848066937252
19.2,0.0,261.0201988766976
18.3,0.0,232.13960221247683
16.8,0.10000000000000142,70.11845252882239
15.4,0.6000000000000014,69.81180416034903
14.0,1.1999999999999993,120.46179813689857
12.6,1.6999999999999993,69.62430913556274
13.6,1.6999999999999993,32.55644785029851
11.7,0.8000000000000007,22.742646809350752
10.4,0.0,22.21757600425491
9.5,0.0,8.184113271821477
7.6,0.0,16.77450582605083
5.7,0.0,12.694315490362007
5.8,0.0,76.24630381070983
6.0,0.0,166.7382296073925
6.3,0.0,230.44575443892188
6.8,0.0,171.43574305115177
7.1,0.0,75.45835698432674
7.2,0.0,103.72116085868977
5.5,0.0,105.85543258136688
5.4,0.0,89.75095379975446
5.8,0.0,103.35712571393769
6.4,0.0,102.85086977160174
6.7,0.0,115.67030272839303
6.5,0.0,263.1458968311913
6.0,0.0,255.82744109682358
5.6,0.0,249.90188960714215
6.1,0.0,92.54963104286895
6.5,0.0,97.97113078067177
7.0,0.0,94.67203340544992
7.4,0.0,82.93709550953466
8.2,0.0,46.15268878621679
10.7,0.0,8.945959795360581
10.7,0.0,17.003270647481493
11.2,0.0,17.100436691719374
12.1,0.0,20.066111301696157
14.5,0.0,22.582613841154593
16.4,0.0,115.31400943423111
17.5,0.0,180.2016473667219
17.1,0.0,199.65487495556206
16.5,0.0,252.06352101226489
15.0,0.0,92.9719598628361
14.1,0.0,98.73060428172008
11.6,0.0,86.22095493987814
10.9,0.0,108.89256441810097
11.5,0.0,48.4877039761069
11.8,0.0,127.30980796618351
10.9,0.0,83.97209313084836
9.6,0.0,222.7840586091224
7.3,0.0,242.85856266501557
7.2,0.5,291.84127366181895
8.4,1.1999999999999993,79.35782800619779
9.4,2.4000000000000004,77.24055695811114
10.2,3.4000000000000004,132.2448357367042
10.6,4.199999999999999,116.36774960077292
7.7,4.6,20.425020677252643
7.5,4.199999999999999,30.195271252626362
7.6,2.9000000000000004,34.337005470826945
8.8,1.1000000000000014,22.257147064085743
10.1,0.0,15.047672232542327
9.3,0.0,35.617812327935
7.2,0.0,107.95553637364621
5.9,0.0,199.45248296276054
5.0,0.0,198.70280489789639
4.6,0.0,193.97680014727317
4.6,0.0,73.19891783235423
5.2,0.0,114.71020216971586
3.0,0.0,99.29157444903218
4.5,0.0,66.39983457800963
6.2,0.0,85.85134713509385
8.8,0.0,98.12478329808131
11.4,0.0,111.04730535443755
13.4,0.0,246.1253687418392
14.4,0.0,215.7997610338041
14.2,0.6000000000000014,314.4950865843872
13.8,1.1000000000000014,99.79679008881135
13.5,1.5,96.69408355063592
13.2,2.3000000000000007,96.06839625901142
13.3,2.9000000000000004,94.10886464542595
12.5,2.5,21.54786116122156
12.7,1.5,15.92358677543709
11.4,0.0,5.174408748735242
10.2,0.0,10.062243367613798
9.7,0.0,26.17392416251824
8.9,0.0,27.9396741083471
9.4,0.0,68.50653260142595
10.0,0.0,214.6326414974576
10.6,0.0,247.74624245235825
10.6,0.0,220.16338208619874
10.1,0.0,106.70773591834912
9.6,0.0,106.20888406474296
0.9,0.0,107.65455287654767
1.3,0.0,124.48431012941208
2.1,0.0,89.24007575274354
2.7,0.0,98.49544661712808
3.2,0.0,75.65278995656543
3.6,0.0,238.11208749429613
4.2,0.0,284.23352913028316
4.8,0.0,227.6205241461766
5.3,0.0,85.13924794673044
5.4,0.0,83.23177476389985
5.4,0.0,82.7811648812792
5.2,0.0,94.88991582209133
4.2,0.0,21.52565537725767
4.1,0.0,19.068266036815086
4.1,0.0,18.334060042496475
6.9,0.0,1.363631499344173
11.9,0.0,22.18487680497877
19.2,0.0,14.388082534364939
18.7,0.0,105.35319802483959
18.5,0.0,175.99639535526694
18.6,0.0,184.4502408661414
18.9,0.0,185.20245132376093
18.9,0.0,78.9359964165656
18.7,0.0,107.24835677631049
29.9,0.0,105.65391513001568
28.3,0.0,101.55253526690103
28.8,0.0,96.20095941393437
29.3,0.0,98.56434467342078
28.3,0.0,60.89476972038189
25.9,0.0,278.18337546639617
23.7,0.0,289.9197990728884
21.8,1.1999999999999993,236.75027567939944
19.4,1.6000000000000014,75.52579680137599
15.8,2.0999999999999996,87.12076956085164
11.1,2.5,127.87251937119484
7.4,3.0,70.2082177592026
2.4,3.1999999999999993,17.00609355429665
1.4,3.3000000000000007,20.180324415235614
1.3,3.1999999999999993,7.358247746060915
1.8,3.1999999999999993,9.118855407853752
2.4,3.0999999999999996,17.12051017583874
3.5,3.0999999999999996,5.673541013409611
4.3,2.5999999999999996,117.96072865915508
5.0,2.4000000000000004,195.29864794951925
6.3,2.4000000000000004,214.58226861937072
8.0,2.4000000000000004,203.91758161530277
9.6,2.4000000000000004,102.24329162742997
11.2,2.5999999999999996,87.24667075474724
30.3,2.8000000000000007,69.0414968183417
30.6,3.6999999999999993,122.97277536157978
30.9,3.9000000000000004,104.72045061965906
30.3,3.5999999999999996,104.29010507898795
29.8,4.4,123.78771319532586
29.5,4.800000000000001,229.07952128510075
29.0,4.9,287.76024982198726
28.3,5.1,297.5738991043166
27.6,5.9,84.75659111232001
27.4,6.4,105.33231517023968
27.5,6.6,78.53872463790105
28.0,6.9,91.03973588839695
28.8,6.4,15.429903724744143
28.1,5.9,17.66125037731377
29.7,4.1,24.808191951226263
30.5,2.5999999999999996,8.910152063337494
30.2,1.5,21.57825136983425
28.4,0.3999999999999986,20.85538972994055
25.8,0.0,104.53844240362396
23.7,0.0,217.26561703458563
21.7,0.0,178.40140522066872
19.6,0.0,200.89978831991098
17.5,0.0,85.79508148142126
15.7,0.0,106.33763878993128
20.5,0.0,86.79313215338922
21.0,0.0,104.68409371465621
21.4,0.0,111.51906301445916
21.8,1.3000000000000007,78.45498520196386
22.2,2.5999999999999996,103.10462249905846
22.4,3.3000000000000007,283.84396468784
22.5,3.9000000000000004,299.83568839895304
22.4,4.4,229.81470975115218
22.1,5.1,68.44608372835901
21.8,5.4,112.50716619409363
21.5,5.5,96.92824915973276
21.1,5.9,94.73034139245708
19.7,5.9,29.35818115253079
18.9,5.199999999999999,43.02791209602019
18.7,3.3000000000000007,22.510205258016654
18.6,1.1000000000000014,31.911361644171826
17.6,0.0,13.689329237664916
16.8,0.0,33.870863495941165
16.6,0.0,97.13346158037159
16.5,0.0,202.16114414837753
16.1,0.0,180.90893749999168
15.4,0.0,203.2544510967817
14.6,0.0,122.28259196631326
13.6,0.0,119.94269792154469
10.7,0.0,72.64910923647294
10.4,0.0,105.54525826028679
10.2,0.0,115.74966329011635
10.0,0.0,92.89365367702315
9.7,0.0,65.81295897735012
9.3,0.0,258.48067466500316
8.9,0.6000000000000014,254.7240910827907
8.3,1.0,272.8066958209822
7.7,1.5,98.97363474831171
7.4,1.8000000000000007,70.56940851412537
7.2,2.0999999999999996,107.91710970039205
7.2,2.3000000000000007,136.7894655062286
7.7,2.0999999999999996,12.588034287559006
7.8,1.1999999999999993,23.72779582990591
8.1,0.0,10.802256599849754
8.2,0.0,15.098988182159378
8.4,0.0,22.79121168377675
9.0,0.0,23.230566467405755
9.8,0.0,107.99884438728049
10.2,0.0,226.5261842487158
10.5,0.0,235.96492930381206
10.8,0.0,185.12624231423928
11.0,0.0,104.02123577168133
11.0,0.0,85.07222348655581
17.3,0.0,104.74683393428448
17.5,0.0,105.73519211344784
17.4,0.0,75.61992711991698
15.5,0.0,87.41929891901762
12.7,0.0,116.29889540830912
10.5,0.0,233.90886407164055
9.3,0.0,241.1784626079676
8.9,0.0,260.67604531545084
8.9,0.0,103.12076502548743
9.0,0.0,102.05399146055176
9.0,0.0,82.8743373042469
9.2,0.3999999999999986,36.166198770571896
14.4,0.6000000000000014,14.031485653349458
16.4,0.0,25.28484460511826
18.0,0.0,7.927740724173258
18.6,0.0,26.399498177167413
17.8,0.0,8.749531277834725
17.8,0.0,21.382193802862787
18.3,0.0,124.79782279648926
19.2,0.0,169.69734207355555
19.5,0.0,195.15664036486325
19.2,0.0,182.05415498019488
18.6,0.0,74.72443796964669
17.5,0.0,120.59564546079889
21.1,0.0,104.3871657810978
19.8,0.0,104.7808558924677
20.7,0.0,119.83614079340839
23.2,0.0,102.35321663781497
25.0,0.0,73.91120407882931
24.3,0.0,252.47933970087846
23.9,0.0,278.09295942713334
23.7,0.0,273.3808897238088
23.4,0.0,154.44072496841898
22.9,0.0,72.61235809137658
22.5,0.0,119.30940379851597
22.4,0.10000000000000142,118.6882413319173
20.6,0.0,17.630081803162305
19.3,0.0,17.880697899050844
19.0,0.0,27.404321271319553
19.3,0.0,20.590154338781737
18.2,0.0,32.226572740348004
15.9,0.0,27.498525237029348
15.4,0.0,98.56343412460308
15.1,0.0,158.665371689002
14.7,0.0,169.07472238800923
14.3,0.0,182.99235214832368
14.3,0.0,72.95867145300286
14.1,0.0,97.38924291221954
15.7,0.0,102.48654581040584
16.4,0.0,95.86247068556447
17.2,0.0,72.2506097698006
17.9,0.0,117.1843512865922
18.1,0.0,100.43964675366682
17.8,0.0,301.41874285825463
17.2,0.0,233.48203988130018
16.2,0.0,271.92798811613204
15.4,0.1999999999999993,88.74740117739456
14.8,0.6000000000000014,112.38060597908662
14.6,0.5,74.98281346202246
14.5,1.0,93.70465956663263
13.5,0.8999999999999986,6.670959425041312
13.4,0.10000000000000142,16.34007099554816
13.6,0.0,18.377020428555113
12.9,0.0,17.22134034054909
11.4,0.0,3.243046138328147
11.3,0.0,5.675626046487686
13.1,0.0,118.476792572634
14.7,0.0,212.58323510462566
15.7,0.0,199.13592505620664
16.2,0.0,209.73484413987765
15.9,0.0,124.77668075261386
14.8,0.0,74.4675151885163
13.5,0.0,95.59721124250242
12.6,0.0,73.88601926959083
11.9,0.0,121.85732250408671
13.6,0.0,100.33230188670099
15.7,0.0,112.98444812837772
16.4,0.0,240.49952644663512
16.0,0.0,230.44255120551838
14.6,0.0,217.46784550839902
13.2,0.0,119.5009646227452
12.2,0.0,93.24875872531914
11.3,0.5,81.55843957538252
10.9,1.0,70.47602869038744
9.4,0.8999999999999986,30.360713882284514
8.6,0.0,22.482514676060546
8.2,0.0,12.638942812950589
8.3,0.0,36.00700246600562
8.6,0.0,6.40127251854075
9.1,0.0,34.12097439436528
9.3,0.0,101.52826786992166
9.7,0.0,173.70438655867724
9.9,0.0,192.46020883186637
9.8,0.0,191.6131585462522
9.5,0.0,119.42741374607544
9.3,0.0,87.08111855590387
6.2,0.0,108.87432153843304
6.5,0.0,72.1246755342363
6.8,0.0,88.60998611140027
7.7,0.0,81.98075316935271
9.2,0.0,99.43175479857129
10.7,0.0,268.95164622443264
12.0,0.0,247.65760851176395
12.6,0.0,289.1943367193907
12.7,0.0,103.09966026444913
12.7,0.0,112.95514846892996
12.9,0.0,89.11700891437663
13.4,0.0,64.5226338177804
12.1,0.0,18.9933691948578
12.5,0.0,20.18458517452229
13.9,0.0,18.045678203720257
16.1,0.0,23.151763303144172
17.2,0.0,15.934090162329811
17.1,0.0,0.0
17.1,0.0,113.64381486283148
17.1,0.0,234.455816156825
16.8,0.0,201.22804312617876
16.4,0.0,200.07912747799338
15.9,0.0,87.37646369063656
15.7,0.0,73.81766858413849
7.8,0.0,77.45976460448298
7.9,0.0,80.85480768862728
8.4,0.0,98.21808461622086
9.3,0.0,90.76379055518142
10.1,0.0,122.98724614969565
10.7,0.0,251.32024571908917
11.1,0.0,239.5727709559801
11.1,0.0,269.13728746825257
10.9,0.0,94.61768824024256
10.7,0.0,121.41203531142696
10.5,0.0,79.65102256489705
10.5,0.0,101.9420283453001
11.1,0.0,8.92619052158614
11.0,0.0,26.98702026463046
11.7,0.0,36.18589856267815
13.8,0.0,0.0
16.4,0.0,16.029586148017746
15.1,0.0,22.995261603086842
14.6,0.0,92.82945528018298
14.8,0.0,192.51543469276712
15.0,0.0,200.98082662053795
14.8,0.0,199.1136302586085
14.3,0.0,109.50968122606335
13.7,0.0,55.57298865619447
8.2,0.0,102.70992114610294
8.6,0.0,75.4976612558147
9.7,0.0,112.8551708368372
11.6,0.0,73.60839320775449
13.3,0.0,120.08587054067408
14.0,0.0,296.2218715585073
13.6,0.0,231.4165380055869
12.7,0.0,238.0033453544395
12.0,0.0,76.37354864288972
11.8,0.0,109.43461341605214
11.9,0.0,108.60323470124582
12.3,0.0,97.94772211002004
12.1,0.0,12.900766106834183
11.1,0.0,6.045361198618016
11.1,0.0,12.70668780140816
11.0,0.0,32.218783706507594
10.6,0.0,30.879634649264183
8.0,0.0,27.29143055578377
7.4,0.0,64.08607537473503
10.0,0.0,217.30526381451827
10.7,0.0,198.86076075735656
11.0,0.0,194.37677585030315
10.4,0.0,123.15150020926208
9.4,0.0,65.98883650457229
3.8,0.0,113.28972358564471
4.3,0.0,59.64805796347996
4.9,0.0,82.22283231681169
7.4,0.0,115.1504091014131
9.2,0.0,83.66463519400834
10.1,0.0,229.0437737825135
10.2,0.0,182.65270089620606
10.6,0.0,235.08159035456646
10.3,0.0,123.89903908478779
9.7,0.0,67.56163115407576
9.4,0.0,99.86522589203278
9.3,0.0,103.94009695182658
9.0,0.0,18.282882402848806
8.7,0.0,9.25454471803513
8.7,0.0,5.458963322193071
9.2,0.0,0.0
10.6,0.0,35.029780619180436
11.8,0.0,18.76577310174741
11.3,0.0,122.19575829682431
10.5,0.0,179.2225629661866
10.0,0.0,191.86165345335573
10.1,0.0,220.68044802720794
9.4,0.0,134.66864245538235
8.7,0.0,99.3953600692368
10.1,0.0,132.17887743213913
9.7,0.0,76.72514780389068
8.8,0.0,119.34102712103461
7.9,0.0,92.94598052731007
7.3,0.0,78.35632511550567
7.0,0.0,204.1052742304581
6.8,0.0,221.22451836327988
6.7,0.0,229.93564236822982
6.5,0.0,85.70588666024517
6.2,0.0,107.82741279950862
5.8,0.1999999999999993,69.08892465156254
5.5,0.8999999999999986,113.90076954061914
4.0,0.8000000000000007,0.0
4.0,0.10000000000000142,17.612189039812684
4.2,0.0,26.5496771549403
4.3,0.0,22.361180380382017
5.2,0.0,25.128580925268395
8.0,0.0,34.95280243641506
9.2,0.0,93.57358884514166
9.4,0.0,238.30746207127268
10.8,0.0,194.4447898133976
10.9,0.0,182.86497436791433
10.9,0.0,124.255458712468
13.6,0.0,81.23145112495986
9.7,0.0,107.79284231552147
11.0,0.1999999999999993,71.508938163779
11.1,0.0,119.72155569831659
9.5,0.0,85.0384420542219
9.1,0.10000000000000142,76.03841801453565
10.0,0.6000000000000014,203.61168394884282
10.6,0.5,317.5098527165828
11.1,0.8999999999999986,149.13751373307645
10.9,1.3000000000000007,95.29627422143626
10.1,2.9000000000000004,67.61116534910386
10.0,2.9000000000000004,115.4236097438978
10.6,4.1,89.84222011708754
12.5,3.5999999999999996,20.760499010805223
13.1,4.199999999999999,22.35010222253176
14.1,2.4000000000000004,29.173681636438676
15.5,0.5,18.133870933669748
16.1,0.0,19.183176213678635
15.6,0.0,19.26140110545352
14.8,0.0,99.44073727379259
13.6,0.0,205.34575669853118
12.0,0.0,231.23420336466606
11.5,0.0,175.41787886632133
11.2,0.0,91.46559313563998
10.3,0.0,73.15933431724415
12.3,0.0,93.021431358533
11.8,0.0,124.4728471831391
11.4,0.0,47.56325502615113
11.4,0.0,98.41733351038495
11.8,0.0,100.04081899587015
12.2,0.0,262.4896125790139
12.3,0.0,189.66191379592811
11.9,0.0,274.2959416514286
11.0,0.0,101.05113861656717
9.4,0.0,117.3845264156221
8.5,0.0,82.34600880504938
7.8,0.0,136.32114551694934
8.1,0.0,11.226661648739194
9.5,0.0,24.519409650430607
10.9,0.0,36.292919862600776
12.0,0.0,17.893977150015203
12.0,0.0,22.57672301297792
11.8,0.0,26.81160486174657
11.2,0.0,45.33242930945663
10.3,0.0,193.00267429444133
9.4,0.0,184.40951680964233
8.4,0.0,219.4915653296615
7.7,0.0,112.91969190496069
6.8,0.0,79.20137647080907
0.2,0.0,127.77570761878346
0.4,0.0,63.07806127447847
0.9,0.0,130.35160759621849
1.6,0.0,111.19500439659748
2.5,0.0,112.18400099400594
3.5,0.0,236.6748692289522
4.5,0.3000000000000007,286.4884600192376
5.1,1.3999999999999986,276.8889689739365
5.4,1.0,83.30349771299927
5.6,1.8000000000000007,92.24165406976522
4.7,2.0,97.67881576797308
4.3,1.8999999999999986,75.321787868117
1.9,2.1999999999999993,20.928586976970767
3.2,2.8000000000000007,24.960469940200333
5.0,3.0999999999999996,24.575027013332896
6.4,2.8000000000000007,20.882109678238916
7.1,2.8000000000000007,24.73622851716668
7.0,2.9000000000000004,37.225597907213455
8.0,2.0999999999999996,83.0346168602083
8.2,0.0,241.79190946445766
7.9,0.0,216.12838486397754
4.8,0.0,217.85383996150847
3.3,0.0,72.22820529450924
3.0,0.0,120.30591494320267
12.5,0.0,91.20290115006658
14.0,1.0,91.50567388681638
14.3,0.1999999999999993,104.06833258003148
14.4,1.0,119.58639401410477
14.7,1.8000000000000007,100.17398057668746
14.8,2.8000000000000007,248.88285762957872
14.6,3.3000000000000007,281.75505971913447
14.0,3.5999999999999996,239.16355924224362
13.3,3.9000000000000004,97.02658063316429
12.4,4.1,113.12357617444724
11.8,4.5,142.2591488721285
11.6,4.9,124.56273420670092
11.5,4.9,33.729370606956174
10.1,4.1,22.517770256623503
9.6,2.8000000000000007,32.41820863589322
9.1,1.1999999999999993,24.894851213523648
8.8,0.3000000000000007,29.847584484129094
8.5,0.0,7.21575265848541
8.4,0.0,105.20308793090628
8.6,0.0,209.73457374394306
8.2,0.0,184.6378179193
7.7,0.0,170.01196572812074
7.4,0.0,98.6719729303039
7.0,0.0,111.89614074365905
14.1,0.0,107.94861749131226
15.0,0.0,82.17663912878409
15.4,0.0,129.7708199410975
15.9,0.5,81.57193282543057
15.8,1.0,124.19951102145616
16.8,1.5,315.79655186228655
17.9,2.3000000000000007,212.10308836135277
18.5,3.0999999999999996,245.1530060595042
17.2,3.9000000000000004,89.71220886031466
14.7,4.800000000000001,149.87363854801663
12.1,5.4,134.1341699296051
10.5,6.199999999999999,68.73704792566751
8.3,6.1,34.1532883237128
7.9,5.4,19.8705491316916
9.4,4.9,17.945366227335597
10.9,3.4000000000000004,8.538483401240596
11.8,1.8000000000000007,10.182039081368043
12.3,0.3000000000000007,21.537439969599173
12.7,0.0,94.56577785091301
12.9,0.0,215.77191418203728
12.7,0.0,221.8732602244418
12.1,0.0,210.3452707398707
11.0,0.0,63.93237117493513
10.0,0.0,100.95134629167106
5.7,0.0,119.45941218472177
6.1,0.0,104.44004156155216
7.1,0.0,60.30780738097987
8.4,0.8000000000000007,57.263001836420806
9.9,2.0999999999999996,126.21430677626032
11.4,3.4000000000000004,191.88947225751994
12.6,4.1,245.1769353686485
13.2,4.5,277.0336957407511
13.5,4.9,79.33749389214155
13.6,5.4,87.61547204415986
13.7,5.199999999999999,85.07687260102452
13.9,5.199999999999999,93.77547469377714
13.4,5.199999999999999,19.07703633643056
13.4,4.6,36.69270495819197
14.0,3.5,10.946756459280477
14.2,2.0999999999999996,24.163190176612325
14.1,1.0,5.288106641171968
16.1,1.1000000000000014,33.312075018682044
15.4,0.8999999999999986,88.07811275153547
17.3,0.8999999999999986,177.5062113649708
15.3,0.5,192.81239509008967
15.0,0.5,197.67361783848997
15.0,1.6999999999999993,147.18879255397408
15.1,1.5,119.388821570369
31.4,2.0,95.1077194580986
33.8,2.4000000000000004,83.3119710651844
33.9,2.9000000000000004,82.10080642874514
31.7,3.4000000000000004,93.27233490771951
30.3,3.8000000000000007,88.11965904857287
29.3,4.199999999999999,238.30811144854601
27.6,4.4,229.18682483385308
25.0,4.5,238.48548623621676
21.9,4.5,125.19323272070972
19.2,4.800000000000001,49.90076823959277
16.9,5.1,114.85040855963985
